Date,Away Team,Home Team,Away Final Score,Home Final Score,Away Team ELO,Away Team avg. points scored,Away Team avg. points allowed,Away Team games played,Away Team games won,Away Team win rate,Away Team home court points scored,Away Team home court points allowed,Away Team home court games played,Away Team home court win rate,Away Team possessions,Away Team defensive rebounds,Away Team offensive rebounds,Home Team ELO,Home Team avg. points scored,Home Team avg. points allowed,Home Team games played,Home Team games won,Home Team win rate,Home Team home court points scored,Home Team home court points allowed,Home Team home court games played,Home Team home court win rate,Home Team possessions,Home Team defensive rebounds,Home Team offensive rebounds
20091029,San Antonio,Chicago,85,92,105,113,96,1,1,1,113,96,1,1,78,29,14,100,0,0,0,0,0,0,0,0,0,0,0,0
20091030,Chicago,Boston,90,118,105.5,92,85,1,1,1,92,85,1,1,76,33,17,110,93.5,74,2,2,1,92,59,1,1,75,32.5,12.5
20091030,Cleveland,Minnesota,104,87,90,90,98,2,0,0,89,95,1,0,81,28.5,12,105,95,93,1,1,1,95,93,1,1,91,30,25
20091030,Dallas,L.A. Lakers,94,80,95,91,102,1,0,0,91,102,1,0,78,28,14,105,99,92,1,1,1,99,92,1,1,78,23,20
20091030,Golden State,Phoenix,101,123,94.5,107,108,1,0,0,107,108,1,0,73,22,18,105,109,107,1,1,1,0,0,0,0,79,23,13
20091030,L.A. Clippers,Utah,98,111,90,99.5,104,2,0,0,107,109,1,0,78.5,28.5,15.5,95,105,114,1,0,0,0,0,0,0,83,27,14
20091030,Miami,Indiana,96,83,105,115,93,1,1,1,115,93,1,1,81,37,10,95,109,120,1,0,0,0,0,0,0,77,28,7
20091030,Milwaukee,Philadelphia,86,99,100,0,0,0,0,0,0,0,0,0,0,0,0,95,106,120,1,0,0,0,0,0,0,76,21,12
20091030,New York,Charlotte,100,102,95,93,115,1,0,0,0,0,0,0,81,21,14,95,59,92,1,0,0,0,0,0,0,72,30,20
20091030,Oklahoma City,Detroit,91,83,105,102,89,1,1,1,102,89,1,1,80,33,10,105,96,74,1,1,1,0,0,0,0,68,26,12
20091030,Orlando,New Jersey,95,85,105,120,106,1,1,1,120,106,1,1,76,25,10,95,93,95,1,0,0,0,0,0,0,91,35,13
20091030,Sacramento,New Orleans,92,97,95,89,102,1,0,0,0,0,0,0,80,28,9,95,96,113,1,0,0,0,0,0,0,78,25,8
20091030,Toronto,Memphis,107,115,105,101,91,1,1,1,101,91,1,1,84,36,12,95,74,96,1,0,0,74,96,1,0,68,26,25
20091030,Washington,Atlanta,89,100,105,102,91,1,1,1,0,0,0,0,78,33,14,105,120,109,1,1,1,120,109,1,1,77,23,12
20091031,Charlotte,Cleveland,79,90,100,80.5,96,2,1,0.5,102,100,1,1,83,34,18,96.5,94.66666667,94.33333333,3,1,0.333333333,89,95,1,0,80.66666667,28.33333333,12
20091031,Dallas,L.A. Clippers,93,84,101,92.5,91,2,1,0.5,91,102,1,0,77.5,29.5,18,85,99,106.3333333,3,0,0,107,109,1,0,81.33333333,29.33333333,13
20091031,Detroit,Milwaukee,85,96,100,89.5,82.5,2,1,0.5,83,91,1,0,73.5,29,11.5,94.5,86,99,1,0,0,0,0,0,0,80,23,13
20091031,New Jersey,Washington,104,123,90,89,95,2,0,0,85,95,1,0,86.5,33,12.5,100,95.5,95.5,2,1,0.5,0,0,0,0,79,30,14
20091031,Philadelphia,New York,141,127,100.5,102.5,103,2,1,0.5,99,86,1,1,78,26.5,10.5,90,96.5,108.5,2,0,0,0,0,0,0,87.5,30,14
20091031,Portland,Houston,107,111,100,95,92,2,1,0.5,95,92,2,0.5,79,31.5,17,100.5,97.5,101.5,2,1,0.5,0,0,0,0,79,24,14
20091031,Sacramento,San Antonio,94,113,90,90.5,99.5,2,0,0,0,0,0,0,76.5,27.5,17.5,99.5,99,94,2,1,0.5,113,96,1,1,77,31,13
20091101,Atlanta,L.A. Lakers,110,118,110,110,99,2,2,1,110,99,2,1,78.5,27.5,12.5,99,89.5,93,2,1,0.5,89.5,93,2,0.5,77.5,22.5,15
20091101,Chicago,Miami,87,95,100.5,91,101.5,2,1,0.5,92,85,1,1,77,25.5,17,110,105.5,88,2,2,1,115,93,1,1,78,33,14
20091101,Memphis,Denver,123,133,101,94.5,101.5,2,1,0.5,94.5,101.5,2,0.5,73.5,24.5,22.5,110,105.5,99.5,2,2,1,114,105,1,1,78,28.5,16
20091101,Minnesota,Phoenix,112,120,98.5,91,98.5,2,1,0.5,91,98.5,2,0.5,85.5,30,21.5,110,116,104,2,2,1,123,101,1,1,88,30,15.5
20091101,New Orleans,Boston,87,97,100,96.5,102.5,2,1,0.5,97,92,1,1,75.5,27.5,10,115,101.6666667,79.33333333,3,3,1,105,74.5,2,1,76,31.33333333,11.66666667
20091101,Orlando,Toronto,125,116,110,107.5,95.5,2,2,1,120,106,1,1,79,32,10,99,104,103,2,1,0.5,101,91,1,1,81.5,27.5,15
20091101,Portland,Oklahoma City,83,74,95,99,98.33333333,3,1,0.333333333,95,92,2,0.5,77.33333333,28.33333333,15.66666667,110,96.5,86,2,2,1,102,89,1,1,79.5,32.5,11.5
20091102,Houston,Utah,113,96,105.5,102,103.3333333,3,2,0.666666667,111,107,1,1,77.33333333,22,15,100,108,106,2,1,0.5,111,98,1,1,85,34,15.5
20091102,Memphis,Sacramento,116,127,96,104,112,3,1,0.333333333,94.5,101.5,2,0.5,77.33333333,24.33333333,21,85,91.66666667,104,3,0,0,0,0,0,0,79,26.66666667,18
20091102,Minnesota,L.A. Clippers,90,93,93.5,98,105.6666667,3,1,0.333333333,91,98.5,2,0.5,84,27,20.66666667,80,95.25,103,4,0,0,95.5,101,2,0,80,29,11.25
20091102,New Jersey,Charlotte,68,79,85,94,104.3333333,3,0,0,85,95,1,0,82,27,14,94.65,80,94,3,1,0.333333333,102,100,1,1,76,29.66666667,16
20091102,New Orleans,New York,111,117,95,93.33333333,100.6666667,3,1,0.333333333,97,92,1,1,76.33333333,26.33333333,10.33333333,85,106.6666667,119.3333333,3,0,0,127,141,1,0,90.66666667,27,14.33333333
20091103,Atlanta,Portland,97,91,103.9,110,105.3333333,3,2,0.666666667,110,99,2,1,80.33333333,25,13.66666667,101.5,95,92.25,4,2,0.5,95,92,2,0.5,76,27.5,15.25
20091103,Boston,Philadelphia,105,74,120,100.5,81.25,4,4,1,102.3333333,78.66666667,3,1,76.5,31.25,11,105.5,115.3333333,111,3,2,0.666666667,99,86,1,1,84.33333333,29.66666667,12
20091103,Denver,Indiana,111,93,115,114.6666667,107.3333333,3,3,1,123.5,114,2,1,80.33333333,27,14.33333333,90,96,108,2,0,0,83,96,1,0,76,26,11
20091103,L.A. Lakers,Oklahoma City,101,98,105.1,99,98.66666667,3,2,0.666666667,99,98.66666667,3,0.666666667,79.66666667,24.33333333,15,103.5,89,85,3,2,0.666666667,88,86,2,0.5,77,30.33333333,15.33333333
20091103,Milwaukee,Chicago,81,83,100.05,91,92,2,1,0.5,96,85,1,1,80.5,26.5,18,95.5,89.66666667,99.33333333,3,1,0.333333333,92,85,1,1,77,24.66666667,16.33333333
20091103,Orlando,Detroit,80,85,115,113.3333333,102.3333333,3,3,1,120,106,1,1,77,27.33333333,11.33333333,94.45,88,87,3,1,0.333333333,83,91,1,0,76,28,12
20091103,Phoenix,Miami,104,96,115,117.3333333,106.6666667,3,3,1,121.5,106.5,2,1,85.66666667,29.33333333,15.66666667,115,102,87.66666667,3,3,1,105,90,2,1,77.66666667,31.66666667,13
20091103,Utah,Dallas,85,96,95,104,108.3333333,3,1,0.333333333,103.5,105.5,2,0.5,83.33333333,32,14,106,92.66666667,88.66666667,3,2,0.666666667,91,102,1,0,77,28.66666667,16
20091103,Washington,Cleveland,90,102,105,104.6666667,98.33333333,3,2,0.666666667,123,104,1,1,77,27.66666667,12.33333333,101.85,93.5,90.5,4,2,0.5,89.5,87,2,0.5,76,27.25,10.5
20091104,Atlanta,Sacramento,113,105,108.9,106.75,101.75,4,3,0.75,110,99,2,1,80,26.5,13.75,91.1,100.5,107,4,1,0.25,127,116,1,1,84.25,27.75,18.75
20091104,Boston,Minnesota,92,90,125,101.4,79.8,5,5,1,102.3333333,78.66666667,3,1,76,30.8,10.6,87.15,96,102.5,4,1,0.25,91,98.5,2,0.5,81.5,26.75,19.5
20091104,Dallas,New Orleans,107,114,111,93.5,87.75,4,3,0.75,93.5,93.5,2,0.5,77,28.75,16.75,89,97.75,104.75,4,1,0.25,97,92,1,1,76.25,26.75,9.5
20091104,Denver,New Jersey,122,94,120,113.75,103.75,4,4,1,123.5,114,2,1,81,28.5,15,80,87.5,98,4,0,0,85,95,1,0,81.5,25.75,12.75
20091104,Detroit,Toronto,99,110,101.505,87.25,85.25,4,2,0.5,84,85.5,2,0.5,76,29,12,94,108,110.3333333,3,1,0.333333333,108.5,108,2,0.5,78.66666667,26.66666667,14.66666667
20091104,Indiana,New York,101,89,85,95,109,3,0,0,88,103.5,2,0,78.33333333,26,11.66666667,91,109.25,117.25,4,1,0.25,122,126,2,0.5,87,26.75,14.75
20091104,L.A. Lakers,Houston,103,102,110.1,99.5,98.5,4,3,0.75,99,98.66666667,3,0.666666667,81.75,25,14.5,110.5,104.75,101.5,4,3,0.75,111,107,1,1,78,23.25,15.5
20091104,Memphis,Golden State,105,113,89.9,107,115.75,4,1,0.25,94.5,101.5,2,0.5,83,26.75,21,89.5,104,115.5,2,0,0,107,108,1,0,85,24,15
20091104,Miami,Washington,93,89,110,100.5,91.75,4,3,0.75,102,94.66666667,3,0.666666667,76.75,31,13.75,99.685,101,99.25,4,2,0.5,123,104,1,1,76.75,28.75,12.75
20091104,Phoenix,Orlando,100,122,120,114,104,4,4,1,121.5,106.5,2,1,82.75,29.75,14.5,107.945,105,98,4,3,0.75,120,106,1,1,76.75,28.5,11.5
20091105,Chicago,Cleveland,86,85,100.955,88,94.75,4,2,0.5,87.5,83,2,1,77.75,27.75,17.5,107.165,95.2,90.4,5,3,0.6,93.66666667,88,3,0.666666667,76,28,11
20091105,San Antonio,Utah,99,113,104.5,103.6666667,94,3,2,0.666666667,113,95,2,1,79.33333333,29.33333333,12.33333333,90,99.25,105.25,4,1,0.25,103.5,105.5,2,0.5,81.75,30.25,13.5
20091106,Atlanta,Charlotte,83,103,113.9,108,102.4,5,4,0.8,110,99,2,1,79.4,27.2,13.6,99.65,79.75,87.5,4,2,0.5,90.5,84,2,1,77,29.25,17.25
20091106,Cleveland,New York,100,91,101.544,93.5,89.66666667,6,3,0.5,91.5,87.5,4,0.5,75.5,29,11.33333333,85.4,105.2,114,5,1,0.2,111,117.6666667,3,0.333333333,84.8,26.4,14.2
20091106,Denver,Miami,88,96,125,115.4,101.8,5,5,1,123.5,114,2,1,82.2,30.2,14.4,115,99,91.2,5,4,0.8,102,94.66666667,3,0.666666667,76.8,30.4,12.6
20091106,Detroit,Orlando,103,110,95.7545,89.6,90.2,5,2,0.4,84,85.5,2,0.5,75,28.8,13.2,114.1505,108.4,98.4,5,4,0.8,121,103,2,1,78.2,28.6,12.2
20091106,L.A. Clippers,Golden State,118,90,86.35,94.8,100.4,5,1,0.2,94.66666667,97.33333333,3,0.333333333,78.8,28.8,13.2,94.54,107,112,3,1,0.333333333,110,106.5,2,0.5,85,24,13
20091106,Memphis,L.A. Lakers,98,114,84.86,106.6,115.2,5,1,0.2,94.5,101.5,2,0.5,83.4,26.6,19.8,115.14,100.2,99.2,5,4,0.8,99,98.66666667,3,0.666666667,80.8,25,15.4
20091106,Milwaukee,Minnesota,87,72,94.595,87.66666667,89,3,1,0.333333333,96,85,1,1,80.33333333,27.66666667,16.66666667,82.15,94.8,100.4,5,1,0.2,90.66666667,96.33333333,3,0.333333333,78.6,27.2,16.6
20091106,New Jersey,Philadelphia,94,97,75,88.8,102.8,5,0,0,89.5,108.5,2,0,82.6,25.8,13.8,100.5,105,109.5,4,2,0.5,86.5,95.5,2,0.5,81.75,26.5,13
20091106,Oklahoma City,Houston,94,105,98.5,91.25,89,4,2,0.5,91.33333333,91,3,0.333333333,79.75,29.25,15.25,105.46,104.2,101.8,5,3,0.6,106.5,105,2,0.5,77.8,24.6,16.2
20091106,Phoenix,Boston,110,103,113.7945,111.2,107.6,5,4,0.8,121.5,106.5,2,1,83,28.6,14.6,130,99.83333333,81.5,6,6,1,102.3333333,78.66666667,3,1,74.5,29.33333333,10.83333333
20091106,San Antonio,Portland,84,96,98.05,102.5,98.75,4,2,0.5,113,95,2,1,79.5,26.75,15,96.5,94.2,93.2,5,2,0.4,93.66666667,93.66666667,3,0.333333333,76.6,26.2,14.8
20091106,Toronto,New Orleans,107,90,99.7505,108.5,107.5,4,2,0.5,109,105,3,0.666666667,76.75,27,15,96.2,101,105.2,5,2,0.4,105.5,99.5,2,1,78,26.8,10.8
20091106,Washington,Indiana,86,102,94.685,98.6,98,5,2,0.4,106,98.5,2,0.5,76.8,28.4,13.6,90.6,96.5,104,4,1,0.25,88,103.5,2,0,77.75,26.75,12.25
20091107,Boston,New Jersey,86,76,123.37945,100.2857143,85.57142857,7,6,0.857142857,102.5,86.5,4,0.75,74.57142857,28.85714286,11.28571429,70,89.66666667,101.8333333,6,0,0,89.5,108.5,2,0,80.66666667,25.83333333,14
20091107,Charlotte,Chicago,90,93,106.075,84.4,86.6,5,3,0.6,94.66666667,83.66666667,3,1,77.2,31.8,17.2,106.576,87.6,92.8,5,3,0.6,87.5,83,2,1,76.8,28.4,16.2
20091107,Denver,Atlanta,100,125,119,110.8333333,100.8333333,6,5,0.833333333,123.5,114,2,1,80,28.83333333,14,107.475,103.8333333,102.5,6,4,0.666666667,110,99,2,1,79.16666667,26.83333333,13.33333333
20091107,Memphis,L.A. Clippers,110,113,79.86,105.1666667,115,6,1,0.166666667,94.5,101.5,2,0.5,83.16666667,26.5,18.83333333,92.169,98.66666667,98.66666667,6,2,0.333333333,94.66666667,97.33333333,3,0.333333333,79.33333333,29.16666667,12.5
20091107,New York,Milwaukee,87,102,80.4,102.8333333,111.6666667,6,1,0.166666667,106,113.25,4,0.25,84.16666667,26.5,12.5,99.595,87.5,84.75,4,2,0.5,96,85,1,1,81.75,29.25,17.5
20091107,Sacramento,Utah,104,99,86.1,101.4,108.2,5,1,0.2,116,114.5,2,0.5,82.8,26.2,19.4,96.45,102,104,5,2,0.4,106.6666667,103.3333333,3,0.666666667,81.4,29.6,14.8
20091107,Toronto,Dallas,101,129,104.7505,108.2,104,5,3,0.6,109,105,3,0.666666667,76.4,27.2,15,103.8,96.2,93,5,3,0.6,93.5,93.5,2,0.5,78.6,28.2,16.6
20091108,Golden State,Sacramento,107,120,88.721,102.75,113.5,4,1,0.25,103.3333333,110.3333333,3,0.333333333,84.25,23.75,14.75,92.135,101.8333333,106.6666667,6,2,0.333333333,116,114.5,2,0.5,81.33333333,26.83333333,17.16666667
20091108,Minnesota,Portland,93,116,77.15,91,98.16666667,6,1,0.166666667,86,94,4,0.25,79.83333333,27.5,16,101.655,94.5,91.66666667,6,3,0.5,94.25,91.25,4,0.5,77.83333333,28.16666667,14.5
20091108,New Orleans,L.A. Lakers,88,104,91.2,99.16666667,105.5,6,2,0.333333333,100.3333333,102,3,0.666666667,77.5,26,10.66666667,120.14,102.5,99,6,5,0.833333333,102.75,98.5,4,0.75,81,25.5,15.66666667
20091108,Orlando,Oklahoma City,74,102,119.1505,108.6666667,99.16666667,6,5,0.833333333,117.3333333,103,3,1,76.83333333,27.5,12.66666667,93.5,91.8,92.2,5,2,0.4,91.33333333,91,3,0.333333333,80,28.4,15.4
20091108,Philadelphia,Detroit,81,88,105.5,103.4,106.4,5,3,0.6,90,95,3,0.666666667,79.6,26,12.2,90.7545,91.83333333,93.5,6,2,0.333333333,84,85.5,2,0.5,74.16666667,28.33333333,14
20091108,Phoenix,Washington,102,90,120.41505,111,106.8333333,6,5,0.833333333,121.5,106.5,2,1,81.66666667,28,14,89.2765,96.5,98.66666667,6,2,0.333333333,106,98.5,2,0.5,77.66666667,28,15
20091109,Minnesota,Golden State,105,146,72.15,91.28571429,100.7142857,7,1,0.142857143,86,94,4,0.25,79.71428571,26.85714286,15.57142857,83.721,103.6,114.8,5,1,0.2,103.3333333,110.3333333,3,0.333333333,84.8,23.8,14
20091109,New Orleans,L.A. Clippers,112,84,86.2,97.57142857,105.2857143,7,2,0.285714286,100.3333333,102,3,0.666666667,76.85714286,26,11.28571429,97.169,100.7142857,100.2857143,7,3,0.428571429,99.25,100.5,4,0.5,79.14285714,28,13.14285714
20091109,Phoenix,Philadelphia,119,115,125.41505,109.7142857,104.4285714,7,6,0.857142857,121.5,106.5,2,1,82.14285714,28.85714286,14,99.02545,99.66666667,103.3333333,6,3,0.5,90,95,3,0.666666667,77.83333333,25.16666667,12.5
20091109,Toronto,San Antonio,124,131,99.65545,107,108.1666667,6,3,0.5,109,105,3,0.666666667,76.33333333,25.66666667,14.16666667,92.895,98.8,98.2,5,2,0.4,113,95,2,1,80.4,27,14.8
20091109,Utah,New York,95,93,90.415,101.5,104,6,2,0.333333333,104.75,103.5,4,0.5,80.16666667,29,13.33333333,75.4,100.5714286,110.2857143,7,1,0.142857143,106,113.25,4,0.25,84.28571429,27,11.85714286
20091110,Denver,Chicago,90,89,112.8475,109.2857143,104.2857143,7,5,0.714285714,123.5,114,2,1,80.42857143,28.28571429,13.71428571,111.576,88.5,92.33333333,6,4,0.666666667,89.33333333,85.33333333,3,1,76.33333333,28.5,16.83333333
20091110,Houston,Dallas,103,121,110.46,104.3333333,100.5,6,4,0.666666667,106,101.3333333,3,0.666666667,78.33333333,25.33333333,14.83333333,108.89505,101.6666667,94.33333333,6,4,0.666666667,105.3333333,96,3,0.666666667,78.16666667,29,15.33333333
20091110,Oklahoma City,Sacramento,98,101,101.06505,93.5,89.16666667,6,3,0.5,94,86.75,4,0.5,78.33333333,29.33333333,14,97.135,104.4285714,106.7142857,7,3,0.428571429,117.3333333,112,3,0.666666667,82.14285714,27.85714286,17.71428571
20091110,Orlando,Charlotte,93,81,111.58545,103.7142857,99.57142857,7,5,0.714285714,117.3333333,103,3,1,75.85714286,26.14285714,12,101.075,85.33333333,87.66666667,6,3,0.5,94.66666667,83.66666667,3,1,76.66666667,29.66666667,17.33333333
20091110,Portland,Memphis,93,79,106.655,97.57142857,91.85714286,7,4,0.571428571,98.6,91.6,5,0.6,78,28.85714286,14.57142857,74.86,105.8571429,114.7142857,7,1,0.142857143,94.5,101.5,2,0.5,82.42857143,25.57142857,19
20091110,Washington,Miami,76,90,84.2765,95.57142857,99.14285714,7,2,0.285714286,100.6666667,99.66666667,3,0.333333333,78.71428571,28.42857143,15.71428571,121,98.5,90.66666667,6,5,0.833333333,100.5,93,4,0.75,75.5,29.16666667,13.5
20091111,Atlanta,New York,114,101,113.6275,106.8571429,102.1428571,7,5,0.714285714,115,99.33333333,3,1,79.71428571,27.57142857,13.42857143,70.4,99.625,108.375,8,1,0.125,103.4,109.6,5,0.2,83.875,27.125,11.75
20091111,Charlotte,Detroit,75,98,96.075,84.71428571,88.42857143,7,3,0.428571429,91.25,86,4,0.75,75.57142857,29.42857143,16.42857143,97.22905,91.28571429,91.71428571,7,3,0.428571429,85.33333333,84,3,0.666666667,73.42857143,27.85714286,14.85714286
20091111,Chicago,Toronto,89,99,106.576,88.57142857,92,7,4,0.571428571,89.25,86.5,4,0.75,76.42857143,27.71428571,16.85714286,93.979405,109.4285714,111.4285714,7,3,0.428571429,109,105,3,0.666666667,77.14285714,25.71428571,13.71428571
20091111,Cleveland,Orlando,102,93,106.544,94.42857143,89.85714286,7,4,0.571428571,91.5,87.5,4,0.5,76.28571429,29.28571429,11.42857143,116.58545,102.375,97.25,8,6,0.75,117.3333333,103,3,1,75,26,12.25
20091111,Dallas,San Antonio,83,92,114.051545,104.4285714,95.57142857,7,5,0.714285714,109.25,97.75,4,0.75,78.71428571,29.57142857,14.57142857,98.571045,104.1666667,102.5,6,3,0.5,119,104.6666667,3,1,80.66666667,26.16666667,16.33333333
20091111,Denver,Milwaukee,102,108,117.8475,106.875,102.375,8,6,0.75,123.5,114,2,1,80,28.125,14.625,104.595,90.4,85.2,5,3,0.6,99,86,2,1,82.4,30.8,17.2
20091111,Golden State,Indiana,94,108,88.721,110.6666667,113.1666667,6,2,0.333333333,114,109,4,0.5,84.33333333,23.5,14,96.0085,97.6,100.4,5,2,0.4,92.66666667,97.66666667,3,0.333333333,78.6,27.8,14.2
20091111,Memphis,Houston,79,104,69.86,102.5,112,8,1,0.125,89.33333333,98.66666667,3,0.333333333,81.25,25.875,19,105.303505,104.1428571,103.4285714,7,4,0.571428571,106,101.3333333,3,0.666666667,78.85714286,25.14285714,14.57142857
20091111,New Orleans,Phoenix,104,124,92.2969,99.375,102.625,8,3,0.375,100.3333333,102,3,0.666666667,76.25,26.25,11.875,130.41505,110.875,105.75,8,7,0.875,121.5,106.5,2,1,81.625,28.125,13.375
20091111,Oklahoma City,L.A. Clippers,83,79,95.672045,94.14285714,90.85714286,7,3,0.428571429,94,86.75,4,0.5,79,28.57142857,13.42857143,91.0721,98.625,101.75,8,3,0.375,96.2,102.8,5,0.4,78.25,27.125,13.5
20091111,Philadelphia,New Jersey,82,79,94.02545,101.8571429,105.5714286,7,3,0.428571429,96.25,101,4,0.5,77.85714286,25,12.42857143,65,87.71428571,99.57142857,7,0,0,85,101,3,0,79.14285714,25.57142857,13.42857143
20091111,Portland,Minnesota,107,84,111.655,97,90.25,8,5,0.625,98.6,91.6,5,0.6,77.375,29,14.125,67.15,93,106.375,8,1,0.125,86,94,4,0.25,80,26.75,16.625
20091111,Utah,Boston,86,105,95.415,100.5714286,102.4285714,7,3,0.428571429,104.75,103.5,4,0.5,80.28571429,30,13.85714286,128.37945,98.5,84.375,8,7,0.875,102.5,86.5,4,0.75,74,28.75,10.875
20091112,Cleveland,Miami,111,104,112.548145,95.375,90.25,8,5,0.625,91.5,87.5,4,0.5,76.875,29.875,11.25,126,97.28571429,88.57142857,7,6,0.857142857,98.4,89.6,5,0.8,75.14285714,29.28571429,13.14285714
20091112,Phoenix,L.A. Lakers,102,121,135.41505,112.3333333,105.5555556,9,8,0.888888889,122.3333333,105.6666667,3,1,81.66666667,28.22222222,14,125.14,102.7142857,97.42857143,7,6,0.857142857,103,96.4,5,0.8,79.85714286,26.42857143,15
20091113,Atlanta,Boston,97,86,118.6275,107.75,102,8,6,0.75,115,99.33333333,3,1,79.75,27.875,12.75,133.37945,99.22222222,84.55555556,9,8,0.888888889,103,86.4,5,0.8,73.88888889,27.55555556,11.33333333
20091113,Dallas,Minnesota,89,77,107.503495,101.75,95.125,8,5,0.625,109.25,97.75,4,0.75,78.875,30.125,13.5,62.15,92,106.4444444,9,1,0.111111111,85.6,96.6,5,0.2,79.55555556,25.88888889,15.44444444
20091113,Golden State,New York,121,107,83.721,108.2857143,112.4285714,7,2,0.285714286,114,109,4,0.5,85.14285714,24.71428571,14.57142857,65.4,99.77777778,109,9,1,0.111111111,103,110.3333333,6,0.166666667,83.44444444,26.77777778,11.77777778
20091113,Houston,Sacramento,100,109,110.303505,104.125,100.375,8,5,0.625,105.5,95.75,4,0.75,78.75,26,14.625,102.528005,104,105.625,8,4,0.5,113.25,108.5,4,0.75,82.25,28.375,17.875
20091113,L.A. Lakers,Denver,79,105,131.167505,105,98,8,7,0.875,106,97.33333333,6,0.833333333,80.625,27,15,111.52225,106.3333333,103,9,6,0.666666667,123.5,114,2,1,80.77777778,27.55555556,14.88888889
20091113,New Jersey,Orlando,72,88,60,86.625,97.375,8,0,0,83.5,96.25,4,0,78.125,26.5,13.25,110.581305,101.3333333,97.77777778,9,6,0.666666667,111.25,102.75,4,0.75,75.66666667,26.33333333,12.66666667
20091113,Portland,New Orleans,86,78,116.655,98.11111111,89.55555556,9,6,0.666666667,98.6,91.6,5,0.6,77.22222222,29.22222222,13.55555556,87.2969,99.88888889,105,9,3,0.333333333,100.3333333,102,3,0.666666667,76.88888889,25.55555556,12.11111111
20091113,Toronto,L.A. Clippers,104,89,100.2390645,108.125,108.625,8,4,0.5,106.5,101,4,0.75,77.25,26.375,13.875,86.0721,96.44444444,99.66666667,9,3,0.333333333,93.33333333,99.5,6,0.333333333,77.11111111,26.44444444,13.66666667
20091113,Utah,Philadelphia,112,90,90.415,98.75,102.75,8,3,0.375,104.75,103.5,4,0.5,79.375,28.875,14.375,99.02545,99.375,102.25,8,4,0.5,96.25,101,4,0.5,77,25.5,12.625
20091114,Boston,Indiana,104,113,126.904255,97.9,85.8,10,8,0.8,100.1666667,88.16666667,6,0.666666667,73.6,27.2,11.2,101.0085,99.33333333,99.33333333,6,3,0.5,96.5,96.75,4,0.5,80.5,29,15
20091114,Detroit,Washington,106,103,102.22905,92.125,89.625,8,4,0.5,88.5,81.75,4,0.75,71.875,27.125,14.5,79.2765,93.125,98,8,2,0.25,100.6666667,99.66666667,3,0.333333333,78,28,15.625
